Seleção,Grupo,Camisa1,Nº,Nome,Posição_Copa,FC26_ID,FC26_Nome,FC26_Posição,FC26_PosAlternativas,Overall,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,SprintSpeed,Finishing,ShotPower,LongShots,Volleys,Penalties,Positioning,ShortPassing,LongPassing,Curve,FKAccuracy,Crossing,Vision,Dribbling,BallControl,Agility,Balance,Reactions,Composure,Interceptions,DefensiveAwareness,StandingTackle,SlidingTackle,HeadingAccuracy,Aggression,Jumping,Stamina,Strength,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,PlayStyles,PlayStylesPlus,SkillMoves,WeakFoot,PreferredFoot
Netherlands,F,Bart Verbruggen,19,Brian Brobbey,FWD,251810,Brian Brobbey,ST,,77,84,73,56,72,30,80,82,85,75,79,66,66,62,82,73,53,49,44,36,55,68,77,65,87,78,78,26,28,23,24,71,70,93,61,93,10,11,15,8,,Enforcer,,3,4,1
Iran,G,Alireza Beiranvand,10,Mehdi Ghaedi,FWD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iran,G,Alireza Beiranvand,11,Ali Alipour,FWD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iran,G,Alireza Beiranvand,16,Mehdi Torabi,FWD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iran,G,Alireza Beiranvand,18,Amirhossein Hosseinzadeh,FWD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iran,G,Alireza Beiranvand,20,Shahriar Moghanloo,FWD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iran,G,Alireza Beiranvand,24,Dennis-Yerai Eckert Ayensa,FWD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Czechia,A,Matej Kovar,1,Matej Kovar,GK,242948,Matěj Kovář,GK,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,75,78,77,75,,,1,4,1
South Korea,A,Kim Seung-gyu,21,Jo Hyeon-woo,GK,212432,Jo Hyeon Woo,GK,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,72,62,73,77,"Footwork,Far Reach",,1,3,1
Côte d'Ivoire,E,Yahia Fofana,23,Alban Lafont,GK,231691,Alban Lafont,GK,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,70,69,76,81,"Far Throw,Footwork,Cross Claimer",,1,2,1
New Zealand,G,Max Crocombe,2,Tim Payne,DEF,209361,Tim Payne,RB,RM,64,68,56,58,57,60,80,67,68,53,68,54,49,50,61,57,54,57,55,64,56,56,57,58,62,56,52,59,58,61,61,61,71,78,84,81,13,9,7,9,,Slide Tackle,,2,3,1
New Zealand,G,Max Crocombe,3,Francis de Vries,DEF,237268,Francis de Vries,LB,LM,69,64,53,67,62,63,83,66,63,50,61,49,51,55,61,66,64,64,63,77,65,62,63,55,59,64,66,64,64,64,62,59,63,79,86,90,8,8,12,5,,Long Throw,,2,3,2
New Zealand,G,Max Crocombe,4,Tyler Bindon,DEF,277552,Tyler Bindon,CB,RB,69,58,46,59,64,68,73,57,59,44,58,46,35,37,32,67,61,52,54,48,58,62,67,59,62,66,68,68,68,68,67,69,71,75,65,78,11,6,9,11,,,,2,3,1
New Zealand,G,Max Crocombe,5,Michael Boxall,DEF,202170,Michael Boxall,CB,,69,52,43,60,57,67,80,40,62,36,61,33,54,42,59,65,68,56,43,58,52,57,60,47,50,64,60,67,66,68,65,68,69,74,67,91,13,9,14,7,,,,2,2,1
New Zealand,G,Max Crocombe,13,Liberato Cacace,DEF,242429,Liberato Cacace,LB,"LM,CAM,LW",72,72,60,67,71,69,74,73,72,59,62,59,51,55,72,71,63,65,59,67,67,72,72,68,71,68,72,68,69,71,70,65,70,77,79,72,12,11,10,9,,,,3,4,2
New Zealand,G,Max Crocombe,15,Nando Pijnaker,DEF,254143,Nando Pijnaker,CB,,67,60,48,54,53,65,79,56,64,44,66,42,34,48,45,59,58,36,36,49,55,51,53,54,55,64,50,64,64,65,65,66,72,76,79,82,11,12,13,12,,Jockey,,2,3,2
New Zealand,G,Max Crocombe,16,Finn Surman,DEF,266150,Finn Surman,CB,,68,65,33,49,55,66,78,62,67,35,38,26,35,29,32,64,52,25,25,39,40,50,58,56,56,70,64,66,65,67,65,65,74,76,81,78,10,15,7,13,,Slide Tackle,,2,2,1
New Zealand,G,Max Crocombe,24,Callan Elliot,DEF,246195,Callan Elliot,RB,RM,62,76,48,56,63,55,67,80,73,49,48,47,40,48,56,57,53,49,48,60,57,62,60,73,76,55,60,55,54,58,59,47,60,67,74,66,7,5,9,6,,,,2,2,1
New Zealand,G,Max Crocombe,26,Tommy Smith,DEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Zealand,G,Max Crocombe,6,Joe Bell,MID,254142,Joe Bell,CDM,CM,74,70,64,72,71,69,81,71,69,59,75,68,61,55,67,72,73,71,64,71,73,70,72,71,75,71,79,72,72,67,66,65,72,81,88,82,8,10,5,8,,"Tiki Taka,Intercept,Press Proven,Relentless",,3,3,1
New Zealand,G,Max Crocombe,7,Matt Garbett,MID,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Zealand,G,Max Crocombe,8,Marko Stamenić,MID,259680,Marko Stamenić,CDM,CM,71,67,60,68,71,66,75,65,68,55,68,60,62,58,64,73,70,60,55,59,70,70,72,74,71,68,75,66,66,68,66,62,84,72,75,72,13,10,8,10,,,,3,4,1
New Zealand,G,Max Crocombe,10,Sarpreet Singh,MID,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Zealand,G,Max Crocombe,14,Alex Rufer,MID,219392,Alex Rufer,CDM,"CM,CB",67,64,59,65,67,63,78,64,64,57,68,56,44,67,63,67,69,58,59,56,70,65,67,70,67,60,76,63,63,63,63,60,73,77,72,83,13,10,10,15,,"Intercept,Slide Tackle",,3,3,1
New Zealand,G,Max Crocombe,23,Ryan Thomas,MID,220763,Ryan Thomas,CM,CDM,66,57,58,68,69,57,66,72,44,55,66,53,60,62,62,68,67,63,63,65,73,68,69,72,72,66,76,67,64,52,50,42,72,59,69,63,10,12,6,8,,Technical,,3,4,1
Austria,J,Alexander Schlager,18,Romano Schmid,MID,239701,Romano Schmid,CAM,CM,78,77,67,78,83,56,58,78,76,62,76,72,55,52,77,80,72,75,65,83,78,84,83,87,90,79,72,64,60,57,39,39,44,55,88,49,7,9,7,9,,Incisive Pass,,3,3,1
DR Congo,K,Lionel Mpasi,17,Cédric Bakambu,FWD,198951,Cédric Bakambu,ST,,77,78,78,68,72,40,68,77,78,78,82,73,77,78,84,72,62,67,57,70,67,72,72,75,68,70,69,43,36,34,29,78,62,84,65,70,6,13,6,14,,,,3,3,1
New Zealand,G,Max Crocombe,11,Eli Just,FWD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Netherlands,F,Bart Verbruggen,9,Wout Weghorst,FWD,223689,Wout Weghorst,ST,,78,54,78,62,68,57,87,45,62,80,84,68,76,71,83,78,54,42,48,38,70,66,79,53,32,82,74,54,44,65,52,86,87,86,76,92,11,9,14,16,,"Precision Header,Enforcer",,2,3,1
Iran,G,Alireza Beiranvand,9,Mehdi Taremi,FWD,241788,Mehdi Taremi,ST,,78,74,78,74,78,38,68,77,72,80,75,72,75,85,82,79,65,74,49,70,81,78,80,74,62,76,84,23,38,41,25,76,46,80,65,77,9,11,9,15,,First Touch,,4,4,1
New Zealand,G,Max Crocombe,19,Ben Old,FWD,262289,Ben Old,LW,"RW,LM",68,82,58,63,71,52,69,83,82,62,58,52,45,51,63,65,59,60,53,62,65,69,69,86,85,64,63,49,50,58,54,40,75,64,75,65,10,9,9,6,,,,3,2,2
Croatia,L,Dominik Livakovic,16,Martin Baturina,MID,262842,Martin Baturina,CAM,CM,78,77,70,78,83,59,66,77,77,67,75,72,70,70,68,81,77,74,73,73,79,84,83,78,86,76,79,58,62,60,58,51,49,70,76,67,7,5,7,10,,"Finesse Shot,Incisive Pass,Inventive,Technical,First Touch",,3,4,1
New Zealand,G,Max Crocombe,21,Jesse Randall,FWD,73092,Jesse Randall,LM,"LW,ST",60,78,58,53,61,31,59,79,78,59,60,56,45,56,56,56,51,55,53,54,47,62,57,70,73,56,49,32,23,32,28,52,56,66,60,58,6,9,15,10,,,,3,2,1
Cape Verde,H,Josimar Vozinha Dias,1,Josimar Vozinha Dias,GK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cape Verde,H,Josimar Vozinha Dias,12,Marcio da Rosa,GK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cape Verde,H,Josimar Vozinha Dias,23,Carlos CJ Dos Santos,GK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cape Verde,H,Josimar Vozinha Dias,2,Ianique Stopira Tavares,DEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cape Verde,H,Josimar Vozinha Dias,3,Diney Borges,DEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cape Verde,H,Josimar Vozinha Dias,4,Roberto Pico Lopes,DEF,202014,Roberto Lopes,CB,,66,45,29,46,51,64,77,38,50,23,42,25,27,37,45,55,50,36,28,41,38,50,52,48,40,64,52,64,65,64,64,65,74,69,72,81,10,9,15,10,,"Long Ball Pass,Jockey,Block,Intercept,Anticipate,Slide Tackle,Aerial Fortress",,2,2,1
Cape Verde,H,Josimar Vozinha Dias,5,Logan Costa,DEF,243923,Logan Costa,CB,,77,60,40,59,67,77,78,59,60,38,59,33,27,39,28,75,68,48,31,55,40,68,70,56,55,74,75,75,77,78,77,79,77,82,75,79,6,12,13,7,,Long Ball Pass,,2,3,1
Cape Verde,H,Josimar Vozinha Dias,8,João Paulo Fernandes,DEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cape Verde,H,Josimar Vozinha Dias,13,Sidny Lopes Cabral,DEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cape Verde,H,Josimar Vozinha Dias,22,Steven Moreira,DEF,212401,Steven Moreira,CB,RB,72,73,33,67,71,72,74,74,73,26,43,28,35,37,63,75,65,53,29,65,67,71,69,76,69,72,68,70,74,73,69,68,74,78,81,71,10,14,9,15,,,,2,2,1
Cape Verde,H,Josimar Vozinha Dias,24,Wagner Pina,DEF,276909,Wagner Pina,RM,RB,71,81,51,64,70,64,65,83,79,59,52,33,32,38,70,68,64,50,33,69,65,70,69,72,76,73,63,67,65,66,60,51,57,70,81,60,13,14,11,13,,,,3,2,1
Cape Verde,H,Josimar Vozinha Dias,25,Kelvin Pires,DEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cape Verde,H,Josimar Vozinha Dias,6,Kevin Lenini Pina,MID,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Morocco,C,Yassine Bounou,11,Ismael Saibari,MID,259480,Ismael Saibari,CAM,CM,79,78,75,74,82,51,78,81,76,75,79,74,68,57,78,78,71,75,59,71,78,83,84,77,80,80,74,51,50,53,44,57,65,81,79,83,8,12,11,10,,"Gamechanger,Press Proven",,4,4,1
Cape Verde,H,Josimar Vozinha Dias,11,Garry Rodrigues,MID,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cape Verde,H,Josimar Vozinha Dias,14,Deroy Duarte,MID,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cape Verde,H,Josimar Vozinha Dias,15,Laros Duarte,MID,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cape Verde,H,Josimar Vozinha Dias,16,Yannick Semedo,MID,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cape Verde,H,Josimar Vozinha Dias,18,Telmo Arcanjo,MID,257194,Telmo Arcanjo,RM,RW,71,74,61,68,71,38,60,75,73,59,71,54,55,60,74,72,65,59,54,67,68,72,73,66,62,70,65,35,40,36,42,43,44,60,71,61,7,10,6,15,,Precision Header,,3,3,2
Cape Verde,H,Josimar Vozinha Dias,20,Ryan Mendes,MID,194847,Ryan Mendes,LM,"LW,RM",71,74,67,69,74,28,54,76,73,68,69,68,53,65,68,71,64,66,67,68,70,76,72,77,77,70,68,26,25,28,23,43,45,59,58,55,6,12,11,6,,,,3,4,1
Cape Verde,H,Josimar Vozinha Dias,7,Jovane Cabral,FWD,244193,Jovane Cabral,LW,"ST,RW,LM",70,77,71,68,72,38,68,78,76,66,80,74,74,76,66,67,66,76,75,68,67,73,72,76,74,66,60,37,37,35,28,57,59,77,62,74,12,6,9,15,,"Power Shot,Gamechanger,Rapid",,3,4,1
Cape Verde,H,Josimar Vozinha Dias,9,Gilson Benchimol Tavares,FWD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cape Verde,H,Josimar Vozinha Dias,17,Willy Semedo,FWD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Norway,I,Ørjan Håskjold Nyland,11,Jørgen Strand Larsen,FWD,238756,Jørgen Strand Larsen,ST,,78,75,79,62,70,32,83,72,78,82,76,79,74,69,82,73,54,57,55,45,70,69,78,55,58,79,73,26,29,27,23,75,72,87,84,86,7,14,14,8,,,,3,3,1
Germany,E,Manuel Neuer,11,Nick Woltemade,FWD,254022,Nick Woltemade,ST,CAM,79,67,78,65,79,41,74,64,69,82,81,66,73,70,82,77,63,51,42,46,74,83,80,69,57,79,77,35,32,44,30,77,60,84,71,81,11,8,13,9,,"Gamechanger,Technical",,4,3,1
Cape Verde,H,Josimar Vozinha Dias,26,Helio Varela,FWD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saudi Arabia,H,Nawaf Al-Aqidi,1,Nawaf Al-Aqidi,GK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saudi Arabia,H,Nawaf Al-Aqidi,21,Mohammed Al-Owais,GK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saudi Arabia,H,Nawaf Al-Aqidi,22,Ahmed Al-Kassar,GK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saudi Arabia,H,Nawaf Al-Aqidi,2,Ali Majrashi,DEF,242506,Ali Majrashi,RB,RM,70,86,44,52,64,63,74,85,86,36,57,48,45,31,62,60,54,42,29,61,38,60,63,82,83,69,50,68,63,63,64,51,68,76,82,73,10,13,11,15,,Quick Step,,3,3,1
Saudi Arabia,H,Nawaf Al-Aqidi,3,Ali Lajami,DEF,228783,Ali Lajami,CB,,70,76,48,58,60,68,77,78,74,48,56,38,47,47,48,67,71,39,51,47,50,53,62,79,73,66,58,71,66,67,72,65,80,80,78,74,9,14,9,14,,"Long Ball Pass,Block,Intercept,Slide Tackle,Long Throw",,2,4,1
Saudi Arabia,H,Nawaf Al-Aqidi,4,Abdulelah Al-Amri,DEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saudi Arabia,H,Nawaf Al-Aqidi,5,Hassan Al-Tambakti,DEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saudi Arabia,H,Nawaf Al-Aqidi,12,Saud Abdulhamid,DEF,246688,Saud Abdulhamid,RB,RM,75,86,46,66,71,69,70,86,86,41,53,45,35,48,70,69,66,62,43,75,59,72,66,82,82,70,64,71,67,73,70,61,73,70,80,64,5,9,6,12,,"Rapid,Quick Step,Long Throw",,3,3,1
Saudi Arabia,H,Nawaf Al-Aqidi,13,Nawaf Boushal,DEF,254685,Nawaf Boushal,LB,"RB,LM",67,82,39,51,64,62,73,80,83,35,40,41,46,47,54,53,48,52,38,58,46,65,59,80,77,53,56,65,58,69,68,42,74,72,84,68,12,12,12,9,,Intercept,,2,3,1
Saudi Arabia,H,Nawaf Al-Aqidi,14,Hassan Kadesh,DEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saudi Arabia,H,Nawaf Al-Aqidi,24,Moteb Al-Harbi,DEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saudi Arabia,H,Nawaf Al-Aqidi,25,Jehad Thakri,DEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
